日期,pv
2015/4/25," 617,010 "
2015/4/24," 630,531 "
2015/4/23," 633,676 "
2015/4/22," 634,816 "
2015/4/21," 635,718 "
2015/4/20," 565,735 "
2015/4/19," 552,690 "
2015/4/18," 613,486 "
2015/4/17," 625,522 "
2015/4/16," 629,466 "
2015/4/15," 628,844 "
2015/4/14," 630,063 "
2015/4/13," 557,648 "
2015/4/12," 551,704 "
2015/4/11," 612,786 "
2015/4/10," 621,964 "
2015/4/9," 620,153 "
2015/4/8," 620,016 "
2015/4/7," 545,413 "
2015/4/6," 488,384 "
2015/4/5," 497,635 "
2015/4/4," 589,833 "
2015/4/3," 608,536 "
2015/4/2," 613,146 "
2015/4/1," 615,035 "
2015/3/31," 615,305 "
2015/3/30," 541,571 "
2015/3/29," 534,535 "
2015/3/28," 595,878 "
2015/3/27," 608,547 "
2015/3/26," 608,575 "
2015/3/25," 610,704 "
2015/3/24," 611,281 "
2015/3/23," 538,340 "
2015/3/22," 527,304 "
2015/3/21," 592,879 "
2015/3/20," 602,109 "
2015/3/19," 604,228 "
2015/3/18," 603,909 "
2015/3/17," 602,999 "
2015/3/16," 533,059 "
2015/3/15," 531,832 "
2015/3/14," 591,668 "
2015/3/13," 601,301 "
2015/3/12," 603,332 "
2015/3/11," 608,076 "
2015/3/10," 604,603 "
2015/3/9," 534,807 "
2015/3/8," 527,748 "
2015/3/7," 585,458 "
2015/3/6," 587,930 "
2015/3/5," 594,397 "
2015/3/4," 592,895 "
2015/3/3," 584,954 "
2015/3/2," 515,614 "
2015/3/1," 549,496 "
2015/2/28," 552,389 "
2015/2/27," 534,746 "
2015/2/26," 504,367 "
2015/2/25," 438,626 "
2015/2/24," 408,140 "
2015/2/23," 383,498 "
2015/2/22," 373,667 "
2015/2/21," 374,985 "
2015/2/20," 373,212 "
2015/2/19," 386,046 "
2015/2/18," 434,190 "
2015/2/17," 463,188 "
2015/2/16," 474,588 "
2015/2/15," 459,586 "
2015/2/14," 527,211 "
2015/2/13," 545,874 "
2015/2/12," 553,202 "
2015/2/11," 560,347 "
2015/2/10," 565,243 "
2015/2/9," 505,272 "
2015/2/8," 505,892 "
2015/2/7," 559,505 "
2015/2/6," 572,724 "
2015/2/5," 575,132 "
2015/2/4," 577,447 "
2015/2/3," 579,446 "
2015/2/2," 515,927 "
2015/2/1," 513,738 "
2015/1/31," 567,500 "
2015/1/30," 580,532 "
2015/1/29," 588,544 "
2015/1/28," 590,538 "
2015/1/27," 589,210 "
2015/1/26," 525,620 "
2015/1/25," 520,726 "
2015/1/24," 571,882 "
2015/1/23," 582,757 "
2015/1/22," 582,849 "
2015/1/21," 582,551 "
2015/1/20," 580,369 "
2015/1/19," 517,143 "
2015/1/18," 516,525 "
2015/1/17," 567,523 "
2015/1/16," 578,192 "
2015/1/15," 579,125 "
2015/1/14," 579,686 "
2015/1/13," 579,646 "
2015/1/12," 517,502 "
2015/1/11," 513,414 "
2015/1/10," 560,190 "
2015/1/9," 568,113 "
2015/1/8," 568,900 "
2015/1/7," 569,188 "
2015/1/6," 565,597 "
2015/1/5," 553,860 "
2015/1/4," 486,597 "
2015/1/3," 452,539 "
2015/1/2," 441,857 "
2015/1/1," 521,197 "
2014/12/31," 540,276 "
2014/12/30," 545,874 "
2014/12/29," 489,008 "
2014/12/28," 484,008 "
2014/12/27," 527,930 "
2014/12/26," 528,810 "
2014/12/25," 527,525 "
2014/12/24," 543,610 "
2014/12/23," 546,880 "
2014/12/22," 491,806 "
2014/12/21," 489,415 "
2014/12/20," 543,507 "
2014/12/19," 553,428 "
2014/12/18," 558,682 "
2014/12/17," 563,066 "
2014/12/16," 566,912 "
2014/12/15," 509,065 "
2014/12/14," 504,709 "
2014/12/13," 564,782 "
2014/12/12," 571,619 "
2014/12/11," 569,941 "
2014/12/10," 569,503 "
2014/12/9," 569,572 "
2014/12/8," 510,918 "
2014/12/7," 501,063 "
2014/12/6," 552,207 "
2014/12/5," 563,000 "
2014/12/4," 567,470 "
2014/12/3," 565,202 "
2014/12/2," 566,861 "
2014/12/1," 508,192 "
2014/11/30," 494,725 "
2014/11/29," 538,672 "
2014/11/28," 550,892 "
2014/11/27," 556,433 "
2014/11/26," 560,074 "
2014/11/25," 562,498 "
2014/11/24," 502,534 "
2014/11/23," 492,863 "
2014/11/22," 543,350 "
2014/11/21," 552,740 "
2014/11/20," 555,000 "
2014/11/19," 557,610 "
2014/11/18," 557,603 "
2014/11/17," 498,570 "
2014/11/16," 494,015 "
2014/11/15," 542,118 "
2014/11/14," 551,361 "
2014/11/13," 554,510 "
2014/11/12," 575,406 "
2014/11/11," 568,193 "
2014/11/10," 495,783 "
2014/11/9," 489,110 "
2014/11/8," 537,823 "
2014/11/7," 548,576 "
2014/11/6," 550,739 "
2014/11/5," 550,300 "
2014/11/4," 547,774 "
2014/11/3," 496,765 "
2014/11/2," 485,956 "
2014/11/1," 535,654 "
2014/10/31," 546,487 "
2014/10/30," 548,185 "
2014/10/29," 547,034 "
2014/10/28," 547,130 "
2014/10/27," 488,450 "
2014/10/26," 483,742 "
2014/10/25," 532,386 "
2014/10/24," 541,026 "
2014/10/23," 543,077 "
2014/10/22," 546,852 "
2014/10/21," 544,826 "
2014/10/20," 490,426 "
2014/10/19," 484,809 "
2014/10/18," 535,246 "
2014/10/17," 529,998 "
2014/10/16," 530,174 "
2014/10/15," 527,522 "
2014/10/14," 526,381 "
2014/10/13," 472,232 "
2014/10/12," 504,950 "
2014/10/11," 520,404 "
2014/10/10," 521,608 "
2014/10/9," 516,853 "
2014/10/8," 464,202 "
2014/10/7," 429,938 "
2014/10/6," 401,188 "
2014/10/5," 389,996 "
2014/10/4," 388,984 "
2014/10/3," 393,636 "
2014/10/2," 409,618 "
2014/10/1," 475,278 "
2014/9/30," 485,632 "
2014/9/29," 486,523 "
2014/9/28," 457,124 "
2014/9/27," 498,275 "
2014/9/26," 505,642 "
2014/9/25," 507,787 "
2014/9/24," 512,148 "
2014/9/23," 510,417 "
2014/9/22," 455,334 "
2014/9/21," 448,464 "
2014/9/20," 494,510 "
2014/9/19," 507,597 "
2014/9/18," 501,071 "
2014/9/17," 501,626 "
2014/9/16," 497,454 "
2014/9/15," 445,090 "
2014/9/14," 435,573 "
2014/9/13," 487,672 "
2014/9/12," 495,863 "
2014/9/11," 501,024 "
2014/9/10," 487,770 "
2014/9/9," 416,997 "
2014/9/8," 396,211 "
2014/9/7," 405,547 "
2014/9/6," 465,156 "
2014/9/5," 477,069 "
2014/9/4," 478,090 "
2014/9/3," 477,241 "
2014/9/2," 472,905 "
2014/9/1," 418,773 "
2014/8/31," 422,057 "
2014/8/30," 466,801 "
2014/8/29," 476,560 "
2014/8/28," 477,367 "
2014/8/27," 475,545 "
2014/8/26," 473,610 "
2014/8/25," 417,531 "
2014/8/24," 412,399 "
2014/8/23," 455,754 "
2014/8/22," 465,088 "
2014/8/21," 466,839 "
2014/8/20," 466,575 "
2014/8/19," 464,390 "
2014/8/18," 408,254 "
2014/8/17," 402,231 "
2014/8/16," 445,868 "
2014/8/15," 457,891 "
2014/8/14," 458,568 "
2014/8/13," 458,464 "
2014/8/12," 456,661 "
2014/8/11," 401,264 "
2014/8/10," 396,760 "
2014/8/9," 439,212 "
2014/8/8," 447,996 "
2014/8/7," 449,463 "
2014/8/6," 448,739 "
2014/8/5," 447,189 "
2014/8/4," 389,650 "
2014/8/3," 381,412 "
2014/8/2," 437,356 "
2014/8/1," 448,602 "
2014/7/31," 450,197 "
2014/7/30," 450,981 "
2014/7/29," 448,908 "
2014/7/28," 395,904 "
2014/7/27," 391,885 "
2014/7/26," 436,192 "
2014/7/25," 445,822 "
2014/7/24," 447,671 "
2014/7/23," 448,178 "
2014/7/22," 446,326 "
2014/7/21," 393,559 "
2014/7/20," 388,013 "
2014/7/19," 430,795 "
2014/7/18," 442,025 "
2014/7/17," 445,178 "
2014/7/16," 444,758 "
2014/7/15," 442,876 "
2014/7/14," 390,825 "
2014/7/13," 385,606 "
2014/7/12," 429,204 "
2014/7/11," 440,127 "
2014/7/10," 443,683 "
2014/7/9," 448,148 "
2014/7/8," 446,901 "
2014/7/7," 393,477 "
2014/7/6," 389,814 "
2014/7/5," 434,642 "
2014/7/4," 443,989 "
2014/7/3," 445,696 "
2014/7/2," 448,447 "
2014/7/1," 444,790 "
2014/6/30," 393,167 "
2014/6/29," 388,008 "
2014/6/28," 431,612 "
2014/6/27," 445,047 "
2014/6/26," 446,728 "
2014/6/25," 446,066 "
2014/6/24," 444,957 "
2014/6/23," 396,515 "
2014/6/22," 393,108 "
2014/6/21," 431,069 "
2014/6/20," 440,004 "
2014/6/19," 442,646 "
2014/6/18," 443,862 "
2014/6/17," 440,426 "
2014/6/16," 394,043 "
2014/6/15," 388,602 "
2014/6/14," 430,018 "
2014/6/13," 436,812 "
2014/6/12," 439,189 "
2014/6/11," 440,741 "
2014/6/10," 440,982 "
2014/6/9," 394,822 "
2014/6/8," 387,855 "
2014/6/7," 429,217 "
2014/6/6," 436,661 "
2014/6/5," 438,383 "
2014/6/4," 439,247 "
2014/6/3," 378,472 "
2014/6/2," 352,354 "
2014/6/1," 361,919 "
2014/5/31," 413,283 "
2014/5/30," 425,427 "
2014/5/29," 428,417 "
2014/5/28," 428,964 "
2014/5/27," 428,040 "
2014/5/26," 385,628 "
2014/5/25," 381,098 "
2014/5/24," 418,027 "
2014/5/23," 428,659 "
2014/5/22," 429,097 "
2014/5/21," 427,924 "
2014/5/20," 430,414 "
2014/5/19," 384,831 "
2014/5/18," 379,713 "
2014/5/17," 418,051 "
2014/5/16," 425,270 "
2014/5/15," 428,254 "
2014/5/14," 428,608 "
2014/5/13," 428,464 "
2014/5/12," 391,855 "
2014/5/11," 384,756 "
2014/5/10," 419,510 "
2014/5/9," 425,716 "
2014/5/8," 425,966 "
2014/5/7," 425,515 "
2014/5/6," 422,491 "
2014/5/5," 413,874 "
2014/5/4," 362,945 "
2014/5/3," 246,647 "
2014/5/2," 346,263 "
2014/5/1," 404,656 "
2014/4/30," 413,461 "
2014/4/29," 417,665 "
2014/4/28," 379,631 "
2014/4/27," 377,294 "
2014/4/26," 410,601 "
2014/4/25," 416,137 "
2014/4/24," 418,384 "
2014/4/23," 417,748 "
2014/4/22," 418,791 "
2014/4/21," 373,757 "
2014/4/20," 367,835 "
2014/4/19," 402,493 "
2014/4/18," 411,002 "
2014/4/17," 415,337 "
2014/4/16," 419,868 "
2014/4/15," 419,974 "
2014/4/14," 379,093 "
2014/4/13," 375,210 "
2014/4/12," 409,963 "
2014/4/11," 415,621 "
2014/4/10," 417,609 "
2014/4/9," 416,265 "
2014/4/8," 375,475 "
2014/4/7," 341,001 "
2014/4/6," 338,400 "
2014/4/5," 394,628 "
2014/4/4," 407,476 "
2014/4/3," 411,683 "
2014/4/2," 411,093 "
2014/4/1," 412,594 "
2014/3/31," 371,422 "
2014/3/30," 365,485 "
2014/3/29," 399,546 "
2014/3/28," 407,530 "
2014/3/27," 407,620 "
2014/3/26," 408,932 "
2014/3/25," 408,750 "
2014/3/24," 367,502 "
2014/3/23," 359,758 "
2014/3/22," 394,988 "
2014/3/21," 403,729 "
2014/3/20," 406,235 "
2014/3/19," 405,307 "
2014/3/18," 404,456 "
2014/3/17," 364,156 "
2014/3/16," 358,970 "
2014/3/15," 394,466 "
2014/3/14," 402,415 "
2014/3/13," 406,095 "
2014/3/12," 405,301 "
2014/3/11," 402,654 "
2014/3/10," 364,733 "
2014/3/9," 359,578 "
2014/3/8," 393,947 "
2014/3/7," 399,934 "
2014/3/6," 399,918 "
2014/3/5," 401,919 "
2014/3/4," 402,386 "
2014/3/3," 363,267 "
2014/3/2," 358,993 "
2014/3/1," 391,990 "
2014/2/28," 396,282 "
2014/2/27," 396,675 "
2014/2/26," 395,196 "
2014/2/25," 394,149 "
2014/2/24," 356,042 "
2014/2/23," 348,735 "
2014/2/22," 381,281 "
2014/2/21," 385,646 "
2014/2/20," 386,406 "
2014/2/19," 384,053 "
2014/2/18," 382,917 "
2014/2/17," 345,252 "
2014/2/16," 332,840 "
2014/2/15," 361,000 "
2014/2/14," 375,247 "
2014/2/13," 375,139 "
2014/2/12," 370,984 "
2014/2/11," 366,961 "
2014/2/10," 330,620 "
2014/2/9," 336,275 "
2014/2/8," 334,246 "
2014/2/7," 303,821 "
2014/2/6," 284,112 "
2014/2/5," 270,861 "
2014/2/4," 262,244 "
2014/2/3," 250,982 "
2014/2/2," 246,827 "
2014/2/1," 254,359 "
2014/1/31," 262,112 "
2014/1/30," 293,769 "
2014/1/29," 311,361 "
2014/1/28," 323,297 "
2014/1/27," 324,861 "
2014/1/26," 315,284 "
2014/1/25," 347,423 "
2014/1/24," 354,983 "
2014/1/23," 357,827 "
2014/1/22," 358,617 "
2014/1/21," 362,819 "
2014/1/20," 329,601 "
2014/1/19," 327,641 "
2014/1/18," 356,512 "
2014/1/17," 362,138 "
2014/1/16," 362,448 "
2014/1/15," 361,410 "
2014/1/14," 361,233 "
2014/1/13," 328,753 "
2014/1/12," 326,475 "
2014/1/11," 351,278 "
2014/1/10," 356,051 "
2014/1/9," 357,561 "
2014/1/8," 357,148 "
2014/1/7," 355,926 "
2014/1/6," 323,923 "
2014/1/5," 319,194 "
2014/1/4," 342,336 "
2014/1/3," 343,431 "
2014/1/2," 300,384 "
2014/1/1," 326,630 "
2013/12/31," 339,060 "
2013/12/30," 308,064 "
2013/12/29," 304,667 "
2013/12/28," 329,119 "
2013/12/27," 333,615 "
2013/12/26," 329,340 "
2013/12/25," 328,254 "
2013/12/24," 338,599 "
2013/12/23," 306,758 "
2013/12/22," 305,299 "
2013/12/21," 333,845 "
2013/12/20," 341,821 "
2013/12/19," 345,633 "
2013/12/18," 349,780 "
2013/12/17," 350,699 "
2013/12/16," 320,893 "
2013/12/15," 315,025 "
2013/12/14," 343,129 "
2013/12/13," 357,455 "
2013/12/12," 354,901 "
2013/12/11," 351,789 "
2013/12/10," 352,627 "
2013/12/9," 319,063 "
2013/12/8," 313,221 "
2013/12/7," 341,925 "
2013/12/6," 348,074 "
2013/12/5," 348,198 "
2013/12/4," 348,357 "
2013/12/3," 347,330 "
2013/12/2," 310,927 "
2013/12/1," 302,015 "
2013/11/30," 326,355 "
2013/11/29," 341,696 "
2013/11/28," 341,676 "
2013/11/27," 343,851 "
2013/11/26," 343,156 "
2013/11/25," 312,566 "
2013/11/24," 306,322 "
2013/11/23," 333,722 "
2013/11/22," 338,746 "
2013/11/21," 339,707 "
2013/11/20," 340,899 "
2013/11/19," 341,151 "
2013/11/18," 308,907 "
2013/11/17," 303,295 "
2013/11/16," 331,036 "
2013/11/15," 337,280 "
2013/11/14," 338,717 "
2013/11/13," 338,603 "
2013/11/12," 351,329 "
2013/11/11," 317,590 "
2013/11/10," 302,052 "
2013/11/9," 326,286 "
2013/11/8," 331,480 "
2013/11/7," 332,358 "
2013/11/6," 332,515 "
2013/11/5," 329,609 "
2013/11/4," 298,764 "
2013/11/3," 291,759 "
2013/11/2," 316,713 "
2013/11/1," 321,496 "
2013/10/31," 323,991 "
2013/10/30," 325,875 "
2013/10/29," 327,282 "
2013/10/28," 296,727 "
2013/10/27," 293,790 "
2013/10/26," 325,327 "
2013/10/25," 338,934 "
2013/10/24," 347,669 "
2013/10/23," 335,761 "
2013/10/22," 333,915 "
2013/10/21," 299,396 "
2013/10/20," 292,979 "
2013/10/19," 321,902 "
2013/10/18," 328,245 "
2013/10/17," 328,844 "
2013/10/16," 329,745 "
2013/10/15," 329,370 "
2013/10/14," 296,417 "
2013/10/13," 312,704 "
2013/10/12," 323,469 "
2013/10/11," 327,382 "
2013/10/10," 326,001 "
2013/10/9," 324,958 "
2013/10/8," 295,561 "
2013/10/7," 272,305 "
2013/10/6," 255,578 "
2013/10/5," 253,440 "
2013/10/4," 249,034 "
2013/10/3," 252,546 "
2013/10/2," 263,142 "
2013/10/1," 297,200 "
2013/9/30," 302,712 "
2013/9/29," 288,195 "
2013/9/28," 310,062 "
2013/9/27," 314,692 "
2013/9/26," 317,713 "
2013/9/25," 318,892 "
2013/9/24," 320,092 "
2013/9/23," 315,475 "
2013/9/22," 284,273 "
2013/9/21," 270,992 "
2013/9/20," 275,145 "
2013/9/19," 306,039 "
2013/9/18," 310,322 "
2013/9/17," 310,297 "
2013/9/16," 283,576 "
2013/9/15," 278,283 "
2013/9/14," 305,939 "
2013/9/13," 310,539 "
2013/9/12," 314,111 "
2013/9/11," 310,431 "
2013/9/10," 310,216 "
2013/9/9," 279,353 "
2013/9/8," 272,828 "
2013/9/7," 300,298 "
2013/9/6," 305,381 "
2013/9/5," 306,729 "
2013/9/4," 302,936 "
2013/9/3," 301,833 "
2013/9/2," 270,234 "
2013/9/1," 268,069 "
2013/8/31," 295,512 "
2013/8/30," 301,870 "
2013/8/29," 301,743 "
2013/8/28," 300,338 "
2013/8/27," 298,454 "
2013/8/26," 265,712 "
2013/8/25," 261,443 "
2013/8/24," 287,677 "
2013/8/23," 294,179 "
2013/8/22," 294,712 "
2013/8/21," 294,488 "
2013/8/20," 292,405 "
2013/8/19," 259,436 "
2013/8/18," 255,720 "
2013/8/17," 281,449 "
2013/8/16," 287,891 "
2013/8/15," 288,416 "
2013/8/14," 282,801 "
2013/8/13," 286,328 "
2013/8/12," 255,150 "
2013/8/11," 249,658 "
2013/8/10," 275,451 "
2013/8/9," 280,499 "
2013/8/8," 282,732 "
2013/8/7," 283,152 "
2013/8/6," 283,044 "
2013/8/5," 252,596 "
2013/8/4," 247,421 "
2013/8/3," 274,242 "
2013/8/2," 280,178 "
2013/8/1," 282,649 "
2013/7/31," 282,155 "
2013/7/30," 280,621 "
2013/7/29," 247,542 "
2013/7/28," 242,855 "
2013/7/27," 269,406 "
2013/7/26," 276,794 "
2013/7/25," 277,923 "
2013/7/24," 278,396 "
2013/7/23," 278,365 "
2013/7/22," 247,064 "
2013/7/21," 242,745 "
2013/7/20," 268,977 "
2013/7/19," 273,609 "
2013/7/18," 274,048 "
2013/7/17," 273,870 "
2013/7/16," 275,458 "
2013/7/15," 245,095 "
2013/7/14," 240,945 "
2013/7/13," 264,358 "
2013/7/12," 271,708 "
2013/7/11," 273,754 "
2013/7/10," 274,774 "
2013/7/9," 270,908 "
2013/7/8," 241,903 "
2013/7/7," 235,918 "
2013/7/6," 260,178 "
2013/7/5," 267,681 "
2013/7/4," 268,422 "
2013/7/3," 269,641 "
2013/7/2," 269,352 "
2013/7/1," 241,367 "
2013/6/30," 237,010 "
2013/6/29," 261,071 "
2013/6/28," 266,232 "
2013/6/27," 268,045 "
2013/6/26," 268,534 "
2013/6/25," 268,653 "
2013/6/24," 241,554 "
2013/6/23," 236,538 "
2013/6/22," 258,714 "
2013/6/21," 263,490 "
2013/6/20," 265,237 "
2013/6/19," 266,848 "
2013/6/18," 264,450 "
2013/6/17," 239,303 "
2013/6/16," 236,146 "
2013/6/15," 257,609 "
2013/6/14," 260,697 "
2013/6/13," 233,387 "
2013/6/12," 227,893 "
2013/6/11," 223,920 "
2013/6/10," 247,142 "
2013/6/9," 251,089 "
2013/6/8," 258,469 "
2013/6/7," 261,093 "
2013/6/6," 262,216 "
2013/6/5," 262,136 "
2013/6/4," 260,190 "
2013/6/3," 233,993 "
2013/6/2," 226,217 "
2013/6/1," 251,335 "
2013/5/31," 257,340 "
2013/5/30," 257,827 "
2013/5/29," 257,382 "
2013/5/28," 257,044 "
2013/5/27," 233,537 "
2013/5/26," 225,683 "
2013/5/25," 248,296 "
2013/5/24," 253,916 "
2013/5/23," 254,659 "
2013/5/22," 254,505 "
2013/5/21," 253,617 "
2013/5/20," 227,779 "
2013/5/19," 224,349 "
2013/5/18," 247,553 "
2013/5/17," 250,704 "
2013/5/16," 248,943 "
2013/5/15," 251,268 "
2013/5/14," 249,617 "
2013/5/13," 223,405 "
2013/5/12," 216,575 "
2013/5/11," 238,512 "
2013/5/10," 240,694 "
2013/5/9," 242,792 "
2013/5/8," 241,280 "
2013/5/7," 241,442 "
2013/5/6," 213,543 "
2013/5/5," 207,527 "
2013/5/4," 227,995 "
2013/5/3," 230,607 "
2013/5/2," 201,120 "
2013/5/1," 193,664 "
2013/4/30," 195,986 "
2013/4/29," 220,314 "
2013/4/28," 225,337 "
2013/4/27," 233,103 "
2013/4/26," 237,192 "
2013/4/25," 239,187 "
2013/4/24," 241,455 "
2013/4/23," 240,443 "
2013/4/22," 213,902 "
2013/4/21," 210,603 "
2013/4/20," 233,634 "
2013/4/19," 239,217 "
2013/4/18," 240,195 "
2013/4/17," 241,034 "
2013/4/16," 238,929 "
2013/4/15," 212,396 "
2013/4/14," 207,620 "
2013/4/13," 229,547 "
2013/4/12," 238,163 "
2013/4/11," 238,080 "
2013/4/10," 239,829 "
2013/4/9," 237,997 "
2013/4/8," 230,338 "
2013/4/7," 203,886 "
2013/4/6," 199,348 "
2013/4/5," 196,193 "
2013/4/4," 223,826 "
2013/4/3," 230,344 "
2013/4/2," 231,427 "
2013/4/1," 205,873 "
2013/3/31," 201,249 "
2013/3/30," 224,063 "
2013/3/29," 230,953 "
2013/3/28," 233,838 "
2013/3/27," 235,765 "
2013/3/26," 235,424 "
2013/3/25," 211,301 "
2013/3/24," 207,094 "
2013/3/23," 228,326 "
2013/3/22," 233,657 "
2013/3/21," 236,155 "
2013/3/20," 237,618 "
2013/3/19," 235,996 "
2013/3/18," 212,336 "
2013/3/17," 207,325 "
2013/3/16," 227,481 "
2013/3/15," 231,213 "
2013/3/14," 233,098 "
2013/3/13," 233,319 "
2013/3/12," 231,054 "
2013/3/11," 208,080 "
2013/3/10," 203,805 "
2013/3/9," 221,604 "
2013/3/8," 228,937 "
2013/3/7," 230,241 "
2013/3/6," 230,205 "
2013/3/5," 229,136 "
2013/3/4," 205,307 "
2013/3/3," 203,157 "
2013/3/2," 224,205 "
2013/3/1," 227,983 "
2013/2/28," 227,839 "
2013/2/27," 228,221 "
2013/2/26," 225,454 "
2013/2/25," 197,205 "
2013/2/24," 195,209 "
2013/2/23," 217,054 "
2013/2/22," 221,440 "
2013/2/21," 220,526 "
2013/2/20," 217,655 "
2013/2/19," 212,781 "
2013/2/18," 198,210 "
2013/2/17," 188,228 "
2013/2/16," 171,107 "
2013/2/15," 162,105 "
2013/2/14," 157,079 "
2013/2/13," 153,832 "
2013/2/12," 150,664 "
2013/2/11," 147,699 "
2013/2/10," 145,980 "
2013/2/9," 168,942 "
2013/2/8," 183,419 "
2013/2/7," 193,354 "
2013/2/6," 204,027 "
2013/2/5," 204,890 "
2013/2/4," 190,442 "
2013/2/3," 187,659 "
2013/2/2," 206,769 "
2013/2/1," 213,937 "
2013/1/31," 215,020 "
2013/1/30," 216,306 "
2013/1/29," 214,786 "
2013/1/28," 191,732 "
2013/1/27," 189,227 "
2013/1/26," 208,426 "
2013/1/25," 213,433 "
2013/1/24," 214,936 "
2013/1/23," 214,698 "
2013/1/22," 212,983 "
2013/1/21," 192,659 "
2013/1/20," 188,461 "
2013/1/19," 207,301 "
2013/1/18," 212,069 "
2013/1/17," 212,684 "
2013/1/16," 213,163 "
2013/1/15," 211,789 "
2013/1/14," 191,627 "
2013/1/13," 186,703 "
2013/1/12," 205,223 "
2013/1/11," 208,483 "
2013/1/10," 209,103 "
2013/1/9," 207,274 "
2013/1/8," 206,447 "
2013/1/7," 201,058 "
2013/1/6," 200,531 "
2013/1/5," 201,692 "
2013/1/4," 183,846 "
2013/1/3," 172,917 "
2013/1/2," 164,694 "
2013/1/1," 173,034 "
2012/12/31," 173,880 "
2012/12/30," 181,373 "
2012/12/29," 191,420 "
2012/12/28," 196,003 "
2012/12/27," 196,224 "
2012/12/26," 192,604 "
2012/12/25," 189,834 "
2012/12/24," 177,576 "
2012/12/23," 176,488 "
2012/12/22," 194,091 "
2012/12/21," 199,949 "
2012/12/20," 201,533 "
2012/12/19," 203,346 "
2012/12/18," 204,317 "
2012/12/17," 185,319 "
2012/12/16," 182,976 "
2012/12/15," 201,301 "
2012/12/14," 205,244 "
2012/12/13," 208,891 "
2012/12/12," 208,247 "
2012/12/11," 206,519 "
2012/12/10," 186,146 "
2012/12/9," 181,843 "
2012/12/8," 199,997 "
2012/12/7," 204,774 "
2012/12/6," 206,343 "
2012/12/5," 206,712 "
2012/12/4," 205,924 "
2012/12/3," 185,043 "
2012/12/2," 182,101 "
2012/12/1," 200,298 "
2012/11/30," 202,420 "
2012/11/29," 203,905 "
2012/11/28," 203,703 "
2012/11/27," 202,090 "
2012/11/26," 181,103 "
2012/11/25," 173,771 "
2012/11/24," 189,669 "
2012/11/23," 197,923 "
2012/11/22," 201,360 "
2012/11/21," 201,910 "
2012/11/20," 200,855 "
2012/11/19," 179,638 "
2012/11/18," 176,584 "
2012/11/17," 196,679 "
2012/11/16," 201,196 "
2012/11/15," 201,534 "
2012/11/14," 201,184 "
2012/11/13," 198,237 "
2012/11/12," 183,916 "
2012/11/11," 183,034 "
2012/11/10," 195,425 "
2012/11/9," 198,290 "
2012/11/8," 197,785 "
2012/11/7," 197,558 "
2012/11/6," 196,534 "
2012/11/5," 177,809 "
2012/11/4," 173,580 "
2012/11/3," 188,363 "
2012/11/2," 191,906 "
2012/11/1," 192,311 "
2012/10/31," 193,641 "
2012/10/30," 195,110 "
2012/10/29," 173,270 "
2012/10/28," 168,870 "
2012/10/27," 186,561 "
2012/10/26," 191,060 "
2012/10/25," 192,534 "
2012/10/24," 191,984 "
2012/10/23," 191,421 "
2012/10/22," 171,970 "
2012/10/21," 165,573 "
2012/10/20," 183,263 "
2012/10/19," 187,203 "
2012/10/18," 187,350 "
2012/10/17," 188,043 "
2012/10/16," 186,173 "
2012/10/15," 168,279 "
2012/10/14," 163,757 "
2012/10/13," 180,128 "
2012/10/12," 184,699 "
2012/10/11," 185,167 "
2012/10/10," 184,207 "
2012/10/9," 181,143 "
2012/10/8," 159,697 "
2012/10/7," 149,882 "
2012/10/6," 147,170 "
2012/10/5," 143,124 "
2012/10/4," 139,981 "
2012/10/3," 139,327 "
2012/10/2," 138,489 "
2012/10/1," 137,625 "
2012/9/30," 158,939 "
2012/9/29," 168,546 "
2012/9/28," 173,781 "
2012/9/27," 175,818 "
2012/9/26," 176,997 "
2012/9/25," 177,083 "
2012/9/24," 161,192 "
2012/9/23," 159,211 "
2012/9/22," 173,298 "
2012/9/21," 179,021 "
2012/9/20," 175,427 "
2012/9/19," 174,428 "
2012/9/18," 172,825 "
2012/9/17," 156,283 "
2012/9/16," 152,983 "
2012/9/15," 167,981 "
2012/9/14," 174,261 "
2012/9/13," 173,338 "
2012/9/12," 173,133 "
2012/9/11," 170,973 "
2012/9/10," 153,921 "
2012/9/9," 149,404 "
2012/9/8," 164,009 "
2012/9/7," 167,333 "
2012/9/6," 167,062 "
2012/9/5," 166,001 "
2012/9/4," 164,662 "
2012/9/3," 147,941 "
2012/9/2," 146,169 "
2012/9/1," 160,459 "
2012/8/31," 165,580 "
2012/8/30," 165,813 "
2012/8/29," 163,951 "
2012/8/28," 163,452 "
2012/8/27," 144,662 "
2012/8/26," 141,050 "
2012/8/25," 154,654 "
2012/8/24," 154,666 "
2012/8/23," 158,125 "
2012/8/22," 158,600 "
2012/8/21," 156,687 "
2012/8/20," 139,719 "
2012/8/19," 136,645 "
2012/8/18," 150,273 "
2012/8/17," 154,547 "
2012/8/16," 155,637 "
2012/8/15," 155,074 "
2012/8/14," 153,964 "
2012/8/13," 135,831 "
2012/8/12," 132,926 "
2012/8/11," 146,057 "
2012/8/10," 151,847 "
2012/8/9," 152,117 "
2012/8/8," 151,032 "
2012/8/7," 149,637 "
2012/8/6," 132,515 "
2012/8/5," 130,202 "
2012/8/4," 143,977 "
2012/8/3," 148,546 "
2012/8/2," 148,361 "
2012/8/1," 149,267 "
2012/7/31," 147,535 "
